MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Bsmt Unf SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Bsmt Full Bath,Full Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Screen Porch,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
60,RL,68.0,7851,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,625.0,Unf,235.0,GasA,Ex,Y,SBrkr,860,1100,1.0,2,4,Gd,8,Typ,2,TA,BuiltIn,2002.0,Fin,440.0,TA,TA,Y,288,48,0,5,2010,WD ,Normal,216500
60,RL,63.0,8577,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,847.0,GasA,Ex,Y,SBrkr,847,886,0.0,2,3,Gd,7,Typ,1,Gd,BuiltIn,2004.0,Fin,433.0,TA,TA,Y,144,48,0,4,2010,WD ,Normal,185088
80,RL,68.0,7750,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,TA,TA,PConc,Gd,TA,No,GLQ,250.0,Unf,134.0,GasA,Ex,Y,SBrkr,774,656,0.0,2,3,TA,7,Typ,1,TA,BuiltIn,2000.0,Fin,400.0,TA,TA,Y,180,0,0,4,2010,WD ,Normal,180000
60,RL,68.0,9505,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,884.0,GasA,Ex,Y,SBrkr,884,1151,0.0,2,3,Gd,8,Typ,1,Gd,BuiltIn,2001.0,Fin,434.0,TA,TA,Y,144,48,0,5,2010,WD ,Normal,222500
60,RL,108.0,14774,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,165.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1393.0,GasA,Ex,Y,SBrkr,1422,1177,0.0,2,4,Gd,10,Typ,1,TA,BuiltIn,1999.0,Fin,779.0,TA,TA,Y,668,30,0,5,2010,WD ,Normal,333168
60,RL,60.0,17433,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,114.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,1629.0,GasA,Ex,Y,SBrkr,1645,830,0.0,2,4,Gd,7,Typ,1,TA,Attchd,1998.0,Fin,962.0,TA,TA,Y,23,172,256,1,2010,WD ,Normal,355000
20,RL,59.0,10593,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,919.0,Unf,801.0,GasA,Ex,Y,SBrkr,1720,0,1.0,2,3,Gd,7,Typ,1,TA,Attchd,1996.0,Fin,527.0,TA,TA,Y,240,56,0,3,2010,WD ,Normal,260400
60,RL,98.0,12256,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1032.0,Unf,431.0,GasA,Ex,Y,SBrkr,1500,1122,1.0,2,3,Gd,9,Typ,2,TA,Attchd,1994.0,RFn,712.0,TA,TA,Y,186,32,0,4,2010,WD ,Normal,325000
60,RL,92.0,11764,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,Gd,TA,PConc,Gd,TA,No,GLQ,524.0,Unf,628.0,GasA,Ex,Y,SBrkr,1164,1106,0.0,2,4,Gd,9,Typ,1,Gd,Attchd,1999.0,Fin,671.0,TA,TA,Y,132,57,0,4,2010,WD ,Normal,290000
60,RL,58.0,16770,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,30.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1195.0,GasA,Gd,Y,SBrkr,1195,644,0.0,2,4,TA,7,Typ,0,Missing,Attchd,1998.0,Fin,486.0,TA,TA,Y,0,81,0,6,2010,WD ,Normal,221000
50,RL,56.0,14720,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1995,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,579.0,Gd,TA,PConc,Gd,TA,Av,GLQ,816.0,Unf,1217.0,GasA,Ex,Y,SBrkr,2053,1185,1.0,2,4,Gd,9,Typ,1,Ex,Attchd,1996.0,Fin,666.0,TA,TA,Y,283,86,0,3,2010,WD ,Normal,410000
20,RL,73.0,8987,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,Gd,TA,PConc,Gd,TA,Missing,Unf,0.0,Unf,1595.0,GasA,Ex,Y,SBrkr,1595,0,0.0,2,2,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,880.0,TA,TA,Y,144,0,0,5,2010,WD ,Normal,221500
20,FV,92.0,9215,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,Missing,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1218.0,GasA,Ex,Y,SBrkr,1218,0,0.0,2,2,Gd,4,Typ,0,Missing,Attchd,2009.0,RFn,676.0,TA,TA,Y,0,136,0,4,2010,New,Partial,204500
60,FV,72.0,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24.0,Unf,732.0,GasA,Ex,Y,SBrkr,764,783,0.0,2,3,Gd,7,Typ,0,Missing,Attchd,2009.0,Unf,614.0,TA,TA,Y,169,45,0,6,2010,Con,Normal,215200
20,FV,75.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1078.0,Unf,488.0,GasA,Ex,Y,SBrkr,1566,0,1.0,2,3,Gd,7,Typ,0,Missing,Attchd,2008.0,RFn,750.0,TA,TA,Y,144,168,0,4,2010,WD ,Normal,262500
60,FV,100.0,12552,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,222.0,Unf,769.0,GasA,Ex,Y,SBrkr,991,956,0.0,2,3,Gd,8,Typ,1,Gd,Attchd,2004.0,RFn,678.0,TA,TA,Y,0,136,0,5,2010,WD ,Normal,254900
20,FV,84.0,10440,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,1414.0,Unf,54.0,GasA,Ex,Y,SBrkr,1468,0,1.0,2,2,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,528.0,TA,TA,Y,0,102,216,5,2010,WD ,Normal,271500
60,RL,76.0,10142,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,656.0,Unf,300.0,GasA,Ex,Y,SBrkr,956,1128,1.0,2,4,Gd,8,Typ,0,Missing,BuiltIn,2004.0,RFn,618.0,TA,TA,Y,0,45,0,1,2010,WD ,Normal,233000
60,RL,70.0,11920,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,122.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,831.0,GasA,Ex,Y,SBrkr,831,828,0.0,2,3,Gd,8,Typ,0,Missing,Attchd,2004.0,RFn,484.0,TA,TA,Y,144,68,0,4,2010,WD ,Normal,181000
60,RL,68.0,8880,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,695.0,Unf,253.0,GasA,Ex,Y,SBrkr,1222,888,1.0,2,3,Gd,8,Typ,2,Fa,Attchd,1994.0,RFn,463.0,TA,TA,Y,0,130,0,5,2010,WD ,Normal,205000
120,RL,50.0,8012,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,Missing,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,543.0,BLQ,261.0,GasA,TA,Y,SBrkr,923,0,0.0,2,2,TA,5,Typ,1,TA,Attchd,1980.0,RFn,264.0,TA,TA,Y,80,0,0,5,2010,WD ,Normal,143000
60,RL,70.0,11218,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1055.0,GasA,Ex,Y,SBrkr,1055,790,0.0,2,3,Gd,8,Typ,1,TA,Attchd,1992.0,RFn,462.0,TA,TA,Y,635,104,0,5,2010,WD ,Normal,189000
120,RL,55.0,7892,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,Missing,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,918.0,GasA,TA,Y,SBrkr,918,0,0.0,2,2,TA,5,Typ,1,TA,Attchd,1979.0,Unf,264.0,TA,TA,Y,28,0,0,4,2010,WD ,Normal,99500
120,RL,50.0,7175,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,Missing,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,623.0,LwQ,0.0,GasA,TA,Y,SBrkr,752,0,1.0,1,2,TA,4,Typ,0,Missing,Attchd,1984.0,Unf,264.0,TA,TA,Y,353,0,90,2,2010,WD ,Normal,125000
60,RL,68.0,9453,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,Missing,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,402.0,Unf,594.0,GasA,Ex,Y,SBrkr,1014,730,0.0,2,3,Gd,7,Typ,0,Missing,Attchd,1993.0,RFn,457.0,TA,TA,Y,370,70,0,2,2010,WD ,Normal,194500
20,RL,81.0,9672,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,Missing,0.0,TA,TA,PConc,Gd,TA,No,GLQ,338.0,Unf,702.0,GasA,TA,Y,SBrkr,1097,0,0.0,2,3,TA,6,Typ,0,Missing,Attchd,1986.0,Unf,480.0,TA,TA,Y,0,0,0,5,2010,WD ,Normal,152000
60,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,650.0,GasA,TA,Y,SBrkr,888,676,0.0,2,3,TA,7,Typ,1,TA,Attchd,1980.0,Unf,476.0,TA,TA,Y,0,50,204,4,2010,WD ,Normal,171000
30,RH,70.0,9800,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,816.0,GasA,TA,N,FuseA,1012,0,0.0,1,2,TA,5,Typ,0,Missing,Detchd,1920.0,Unf,429.0,TA,TA,Y,121,0,0,4,2010,WD ,Normal,67500
90,RM,68.0,8930,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,TA,TA,Slab,Missing,Missing,Missing,Missing,0.0,Missing,0.0,GasA,TA,Y,SBrkr,1318,584,0.0,2,4,TA,8,Typ,0,Missing,Attchd,1978.0,Unf,539.0,TA,TA,Y,0,0,0,4,2010,WD ,Normal,112000
85,RL,88.0,11782,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,Missing,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,899.0,Unf,210.0,GasA,TA,Y,SBrkr,1155,0,1.0,1,3,Gd,6,Min2,0,Missing,Detchd,1987.0,Unf,576.0,TA,TA,Y,192,0,0,6,2010,WD ,Normal,148000
20,RL,65.0,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,553.0,BLQ,224.0,GasA,Ex,Y,SBrkr,894,0,1.0,1,3,TA,5,Typ,1,Gd,Detchd,1973.0,Unf,336.0,TA,TA,Y,416,144,0,4,2010,WD ,Normal,138500
20,RL,68.0,9819,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,TA,Gd,CBlock,TA,TA,No,BLQ,450.0,Unf,432.0,GasA,TA,Y,SBrkr,900,0,0.0,1,3,TA,5,Typ,0,Missing,Detchd,1970.0,Unf,280.0,TA,TA,Y,0,0,0,2,2010,WD ,Normal,122000
20,RL,75.0,7500,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,Missing,0.0,TA,TA,CBlock,TA,TA,No,ALQ,824.0,Unf,216.0,GasA,Fa,Y,SBrkr,1040,0,1.0,1,3,TA,5,Typ,0,Missing,Attchd,1963.0,Fin,308.0,TA,TA,Y,0,0,0,6,2010,WD ,Normal,133000
20,RL,68.0,6897,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,Missing,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,659.0,Unf,381.0,GasA,Ex,Y,SBrkr,1040,0,1.0,1,3,TA,6,Typ,0,Missing,Detchd,1962.0,Unf,260.0,TA,TA,Y,0,104,0,4,2010,WD ,Normal,127000
20,RL,39.0,15410,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,6,6,1974,2002,Hip,CompShg,Plywood,Plywood,BrkCmn,250.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,126.0,GLQ,223.0,GasA,Ex,Y,SBrkr,1494,0,1.0,2,3,TA,7,Typ,2,Fa,Attchd,1974.0,Fin,461.0,TA,TA,Y,296,0,0,4,2010,WD ,Abnorml,169000
60,RL,107.0,10186,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,Missing,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,674.0,Unf,76.0,GasA,Ex,Y,SBrkr,1061,862,1.0,2,3,Gd,8,Typ,1,TA,Attchd,1992.0,RFn,564.0,TA,TA,Y,240,39,0,6,2010,WD ,Normal,190000
60,RL,85.0,13143,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,504.0,Gd,TA,PConc,Gd,TA,No,LwQ,250.0,GLQ,0.0,GasA,Ex,Y,SBrkr,1251,1098,1.0,2,4,Gd,9,Typ,1,TA,Attchd,1993.0,RFn,762.0,TA,TA,Y,32,130,0,6,2010,WD ,Normal,362500
60,RL,88.0,11134,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,Gd,TA,PConc,Gd,TA,No,GLQ,1129.0,Unf,261.0,GasA,Ex,Y,SBrkr,1402,823,1.0,2,4,Gd,7,Typ,1,TA,Attchd,1992.0,RFn,713.0,TA,TA,Y,198,30,0,6,2010,WD ,Normal,285000
120,FV,25.0,4835,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1298.0,Unf,190.0,GasA,Ex,Y,SBrkr,1488,0,1.0,2,2,Gd,6,Typ,1,Gd,Attchd,2004.0,Fin,506.0,TA,TA,Y,168,50,0,3,2010,WD ,Normal,260000
160,FV,39.0,3515,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,840.0,GasA,Ex,Y,SBrkr,840,840,0.0,2,2,Gd,3,Typ,0,Missing,Attchd,2004.0,RFn,588.0,TA,TA,Y,0,111,0,1,2010,WD ,Normal,190000
160,FV,30.0,3215,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,280.0,Unf,320.0,GasA,Ex,Y,SBrkr,600,600,0.0,2,2,Gd,4,Typ,0,Missing,Detchd,2004.0,RFn,480.0,TA,TA,Y,0,172,0,4,2010,ConLD,Normal,155000
160,FV,30.0,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,600.0,GasA,Ex,Y,SBrkr,600,600,0.0,2,2,Gd,4,Typ,0,Missing,Detchd,2004.0,RFn,480.0,TA,TA,Y,0,172,0,6,2010,WD ,Normal,151000
160,FV,24.0,2544,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,368.0,ALQ,190.0,GasA,Ex,Y,SBrkr,600,600,1.0,2,2,Gd,4,Typ,0,Missing,Detchd,2004.0,RFn,480.0,TA,TA,Y,0,172,0,2,2010,WD ,Normal,149500
160,FV,24.0,2544,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,376.0,Unf,224.0,GasA,Ex,Y,SBrkr,600,636,1.0,2,2,Gd,4,Typ,0,Missing,Detchd,2005.0,RFn,480.0,TA,TA,Y,0,166,0,5,2010,WD ,Normal,152000
20,FV,68.0,4403,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,432.0,Ex,TA,PConc,Ex,TA,Av,GLQ,578.0,Unf,892.0,GasA,Ex,Y,SBrkr,1478,0,1.0,2,2,Gd,7,Typ,1,Gd,Attchd,2009.0,Fin,484.0,TA,TA,Y,0,144,0,6,2010,New,Partial,222000
160,FV,68.0,2117,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,378.0,Unf,378.0,GasA,Ex,Y,SBrkr,769,804,0.0,2,3,Gd,5,Typ,0,Missing,Detchd,2000.0,Unf,440.0,TA,TA,Y,0,32,0,6,2010,WD ,Normal,177500
160,FV,68.0,2980,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,1159.0,Gd,TA,PConc,Gd,TA,No,GLQ,466.0,Unf,290.0,GasA,Ex,Y,SBrkr,756,756,1.0,2,2,Gd,5,Typ,0,Missing,Detchd,2000.0,Unf,440.0,TA,TA,Y,0,32,0,5,2010,WD ,Normal,177000
160,FV,24.0,2572,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,Missing,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,604.0,Unf,92.0,GasA,Ex,Y,SBrkr,696,720,1.0,2,3,Gd,6,Typ,0,Missing,Detchd,1999.0,Unf,484.0,TA,TA,Y,0,44,0,5,2010,WD ,Normal,155000
160,FV,68.0,2403,Pave,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,244.0,Unf,286.0,GasA,Ex,Y,SBrkr,530,550,0.0,2,2,Gd,4,Typ,0,Missing,Attchd,2003.0,RFn,496.0,TA,TA,Y,0,50,0,6,2010,WD ,Normal,147110
20,FV,57.0,12853,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2010,2010,Gable,CompShg,CemntBd,CmentBd,Missing,0.0,Gd,TA,PConc,Ex,Po,No,GLQ,1032.0,Unf,610.0,GasA,Ex,Y,SBrkr,1418,0,1.0,1,1,Gd,6,Typ,1,Gd,Attchd,2010.0,RFn,852.0,TA,TA,Y,160,192,0,4,2010,New,Partial,267916
60,FV,68.0,7379,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,484.0,Unf,491.0,GasA,Ex,Y,SBrkr,975,873,1.0,2,3,Gd,7,Typ,1,TA,Attchd,2000.0,RFn,592.0,TA,TA,Y,280,184,0,4,2010,WD ,Normal,254000
120,RL,30.0,4420,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,Norm,TwnhsE,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,728.0,Unf,0.0,GasA,TA,Y,SBrkr,788,0,1.0,1,1,Gd,3,Typ,1,TA,Detchd,1980.0,Fin,484.0,TA,TA,Y,133,42,0,6,2010,WD ,Normal,155000
120,RL,40.0,3880,Pave,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,Twnhs,1Story,8,6,1978,1978,Gable,CompShg,Wd Sdng,Plywood,Missing,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1052.0,Unf,174.0,GasA,TA,Y,SBrkr,1226,0,1.0,1,1,Gd,4,Typ,1,TA,Attchd,1978.0,Fin,484.0,TA,TA,Y,223,78,0,1,2010,WD ,Normal,206000
60,RL,68.0,13517,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,6,8,1976,2005,Gable,CompShg,HdBoard,Plywood,BrkFace,289.0,Gd,TA,CBlock,TA,TA,No,GLQ,533.0,Unf,192.0,GasA,Ex,Y,SBrkr,725,754,0.0,2,3,Gd,6,Typ,0,Missing,Attchd,1976.0,RFn,475.0,TA,TA,Y,0,44,0,3,2010,WD ,Normal,130500
20,FV,80.0,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,833.0,Unf,659.0,GasA,Ex,Y,SBrkr,1492,0,1.0,2,3,Gd,6,Typ,1,Gd,Attchd,2002.0,RFn,596.0,TA,TA,Y,277,137,0,4,2010,WD ,Normal,230000
20,RL,68.0,10456,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,120.0,TA,TA,CBlock,TA,TA,No,GLQ,506.0,Unf,1323.0,GasA,Gd,Y,SBrkr,1829,0,1.0,2,4,TA,8,Typ,0,Missing,Attchd,1967.0,RFn,535.0,TA,TA,Y,0,76,0,5,2010,WD ,Normal,218500
60,RL,80.0,10791,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1993,1993,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1137.0,Unf,143.0,GasA,Ex,Y,SBrkr,1280,1215,1.0,2,4,Gd,9,Typ,1,TA,Attchd,1993.0,Unf,660.0,TA,TA,Y,224,32,0,3,2010,WD ,Normal,243500
